Код погоды,Сумма всех осадков,Часы с осадками,Сумма дождевых осадков,Суммарное количество дождевых осадков,Средняя облачность,Максимальная облачность,Минимальная облачность,Средняя температура,Максимальная температура,Минимальная температура,Средняя ощущаемая температура,Минимальная ощущаемая температура,Максимальная ощущаемая температура,Направление ветра ,Максимальные порывы ветра,Максимальная скорость ветра,Средняя относительная влажность,Максимальная относительная влажность,Минимальная относительная влажность,Сумма коротковолнового излучения,Средняя точка росы,Максимальная точка росы,Минимальная точка росы,"Количество секунд, когда светило солнце",Давление на уровне земли
51,0.90000004,4.0,0.90000004,0.0,84.375,100.0,0.0,12.217084,16.677502,8.3275,8.710212,5.5450935,11.950434,280.92407,9.7,5.0159745,51.163513,78.89538,22.912445,18.27,1.2566664,5.8775,-4.6225,44016.246,963.52435
3,0.0,0.0,0.0,0.0,44.75,100.0,0.0,10.744166,16.3775,4.1775002,7.8555703,1.4504948,13.778425,283.56003,10.9,5.59017,59.427692,96.24013,28.34842,23.32,2.0525002,4.6275,-2.0225,51011.332,964.7815
53,1.1,5.0,1.1,0.0,18.625,61.0,0.0,11.381668,16.3775,5.5775,7.9364104,3.0185513,12.535763,325.03864,10.7,5.420332,54.25999,89.12666,27.727407,25.17,1.2108333,4.8775,-2.3225,55788.875,967.66046
3,0.0,0.0,0.0,0.0,64.916664,100.0,0.0,13.72125,20.2275,5.9275,9.9191885,3.1457453,15.981007,250.18166,11.7,5.724509,48.57144,86.73365,30.218948,16.23,1.9254165,4.4275,-2.0225,35511.504,969.8247
51,0.5,2.0,0.5,0.0,80.208336,100.0,32.0,17.206667,21.827501,13.8275,13.92213,10.01067,18.406673,248.7287,15.3,8.125269,54.39562,76.15877,43.356766,18.9,7.7587495,11.2775,2.8274999,44425.043,966.29803
3,0.0,0.0,0.0,0.0,88.25,100.0,3.0,13.527501,17.5275,9.8775,10.311554,6.9102783,12.987661,309.91064,10.9,5.60803,55.18199,83.41118,31.975954,14.41,4.1358333,10.4275,0.6275,15529.788,969.9666
3,0.0,0.0,0.0,0.0,46.791668,100.0,0.0,12.171248,17.077501,5.9775,8.310586,3.486281,12.573038,305.44977,14.0,7.496666,54.851685,90.100296,30.440563,20.79,2.3441665,5.1275,-1.6225001,42741.125,969.4864
55,2.7,5.0,2.7,0.0,76.125,100.0,6.0,11.204585,16.577501,6.5775,8.170123,4.00066,12.311544,330.5386,12.2,6.0415235,71.71618,92.36467,42.35059,12.64,5.8754163,9.1775,3.4775,18669.86,966.9462
51,0.4,1.0,0.4,0.0,42.5,100.0,0.0,14.59,20.6275,7.0775,11.726283,4.5394115,16.742477,322.53006,12.7,6.519202,64.30413,93.693565,37.401608,21.1,7.0691676,9.6775,5.2275,54811.055,965.4268
51,0.3,2.0,0.3,0.0,25.833334,59.0,0.0,18.950418,24.6275,11.6275,16.600893,9.996075,21.77315,312.2083,12.5,6.236986,54.493668,84.072044,30.364462,23.35,8.667083,9.4275,5.7275,56047.832,964.4787
3,0.0,0.0,0.0,0.0,37.791668,97.0,5.0,20.915,26.177502,12.4275,18.383726,11.035419,22.809278,267.99518,12.3,5.8034477,47.12147,80.29764,26.283323,21.16,8.025416,10.6275,5.0775,55744.54,964.09375
51,0.4,4.0,0.4,0.0,38.958332,100.0,1.0,19.131666,22.7775,15.2275,15.131888,12.848755,17.496815,270.42883,16.9,8.505292,43.116673,83.10477,20.726437,24.49,5.0837502,12.4275,-1.2725,54442.43,960.50653
51,0.1,1.0,0.1,0.0,68.208336,100.0,0.0,16.187918,20.7275,11.7275,12.67722,8.486034,16.478308,295.66846,14.2,7.5663733,55.214497,71.45848,39.82833,14.76,6.9504166,10.1775,3.3775,32280.273,961.1826
51,0.4,4.0,0.4,0.0,27.416666,87.0,2.0,19.235834,24.177502,13.0775,17.158396,11.988945,20.976336,323.91843,14.7,6.5802736,61.30354,90.31788,38.43091,23.63,10.910834,12.0775,8.7775,55341.164,965.8957
3,0.0,0.0,0.0,0.0,32.833332,100.0,0.0,21.21292,26.6275,14.0275,18.823202,13.262859,23.514381,347.07764,13.5,6.846897,50.06529,84.06637,28.041586,23.07,9.156667,12.1275,6.4275,55471.29,969.54175
3,0.0,0.0,0.0,0.0,16.958334,100.0,0.0,22.802504,30.077501,12.9775,20.87842,12.284821,27.548237,343.46008,14.0,7.4732857,45.545563,87.657265,21.099157,28.76,8.589999,11.0275,4.1275,56014.45,974.2797
53,0.5,1.0,0.5,0.0,31.625,93.0,3.0,24.39,29.5275,18.7275,22.437616,17.866514,26.66372,5.72175,14.1,6.942622,45.60893,75.3522,25.867321,23.27,10.883748,15.6275,4.3775,55989.496,973.09393
3,0.0,0.0,0.0,0.0,65.625,100.0,0.0,20.640001,28.327501,14.1275,18.88686,13.03474,25.723309,24.591553,13.5,6.8066144,49.061718,74.57966,23.343788,22.06,8.879582,11.1775,5.4275,47384.64,970.8708
3,0.0,0.0,0.0,0.0,51.75,98.0,9.0,23.692085,30.1275,16.4775,22.353567,16.026028,28.854183,343.64056,12.8,6.780118,49.16077,75.4736,27.11688,23.55,11.467083,14.1275,8.9275,53974.547,966.1696
63,11.900001,15.0,11.900001,0.0,72.708336,100.0,7.0,19.687922,23.577501,16.927502,19.797182,17.618635,24.344675,357.26315,12.2,4.8093657,77.56934,89.74401,62.8115,16.37,15.5775,16.327501,14.1775,35606.77,964.5445
51,0.1,1.0,0.1,0.0,63.25,100.0,6.0,20.719168,24.9775,15.8775,20.086813,15.747192,23.621326,34.608723,9.5,4.609772,66.46844,94.7046,44.22037,17.31,13.596252,15.7275,11.7775,44908.375,969.75854
0,0.0,0.0,0.0,0.0,1.9583334,9.0,0.0,22.577501,29.2275,14.4775,22.568977,14.245117,29.47659,6.5438724,6.7,2.7730849,54.944523,92.20678,28.15225,29.06,11.625419,13.2775,8.9275,55783.41,974.7561
3,0.0,0.0,0.0,0.0,26.875,86.0,1.0,24.765001,31.427502,15.6775,24.790144,16.096315,32.017372,350.3267,8.6,4.9030604,49.44716,88.47123,26.453169,27.38,12.048333,13.9775,9.8775,55726.2,976.5842
1,0.0,0.0,0.0,0.0,11.041667,37.0,0.0,25.90042,32.4275,18.327501,26.05345,18.888327,32.905037,73.68331,10.4,5.5036354,50.906036,82.14209,28.267317,25.85,13.869166,15.8775,11.5775,55637.84,975.9585
51,0.2,1.0,0.2,0.0,55.541668,100.0,0.0,25.717089,32.627502,19.927502,25.633123,20.66077,32.02679,158.69635,12.2,4.527693,54.86232,83.38995,29.076452,19.82,15.14,17.0275,12.3275,45162.434,972.3455
65,12.4,10.0,12.4,0.0,80.791664,100.0,42.0,23.390001,27.927502,19.077501,24.493553,20.030443,29.348423,122.65779,8.2,3.6055512,66.43238,90.53674,45.81428,18.53,16.45875,18.7275,14.3275,43601.7,966.94476
63,4.6,4.0,4.6,0.0,70.208336,100.0,1.0,21.460838,25.7775,17.927502,22.25509,18.894089,27.822823,306.2369,8.8,3.9623227,70.82171,93.95791,53.956963,17.19,15.704583,18.6275,12.7275,39914.89,964.6434
51,0.1,1.0,0.1,0.0,61.0,100.0,0.0,22.167084,28.5275,14.3775,22.459688,14.434,29.893898,357.80798,5.1,2.236068,57.144802,95.56395,29.515802,24.83,11.967084,18.827501,7.9775,45155.03,967.84906
53,1.6000001,6.0,1.6000001,0.0,73.25,100.0,6.0,24.735832,32.5275,18.7775,24.41301,18.437325,31.242935,160.34612,14.1,5.8180757,56.81357,80.11734,29.822132,19.25,14.912917,16.9775,12.6275,46546.816,962.5784
51,0.1,1.0,0.1,0.0,37.041668,94.0,0.0,23.700417,28.927502,17.2275,23.666822,18.26006,27.490038,257.6375,9.1,4.3081317,57.968784,93.550644,30.533934,22.35,13.6275015,16.4775,9.8775,54993.715,965.5826
2,0.0,0.0,0.0,0.0,23.125,66.0,0.0,23.32125,28.427502,16.6275,22.783575,17.581333,27.214762,279.32004,11.5,5.6859474,56.50224,94.122406,32.827423,23.85,13.081666,15.9275,9.8275,54782.03,966.9484
53,0.8000001,3.0,0.8000001,0.0,41.625,88.0,10.0,21.106667,25.427502,16.577501,20.527563,16.475697,24.534927,290.01065,11.5,5.5461698,62.00412,83.29484,41.431065,22.35,13.060834,14.7775,11.3775,53605.87,966.88916
55,1.3000001,2.0,1.3000001,0.0,43.0,90.0,20.0,20.177502,24.3775,15.2775,20.185808,16.137915,24.722876,327.33292,11.0,4.554119,70.154976,98.40642,48.25391,21.25,14.019168,15.3275,11.2775,53829.93,965.33124
61,5.8999996,13.0,5.8999996,0.0,70.666664,99.0,36.0,19.65875,23.177502,16.0275,19.708231,16.329254,23.569565,17.01126,8.8,4.2201896,72.90496,91.113434,50.74357,18.54,14.421252,15.8275,12.1775,47399.496,964.1154
63,16.3,18.0,16.3,0.0,95.458336,100.0,75.0,19.202501,22.7775,16.1275,19.65735,16.201447,23.793427,21.195406,11.0,5.6400356,86.4617,96.23727,68.6583,13.77,16.808752,18.7275,15.4275,21631.326,965.3128
55,5.3999996,10.0,5.3999996,0.0,51.5,100.0,10.0,21.702501,26.2275,17.177502,21.72387,17.584227,26.391407,52.912357,12.3,4.997999,71.450485,96.884094,45.297737,22.05,15.7420845,17.2275,13.1775,52841.086,968.3804
3,0.0,0.0,0.0,0.0,63.333332,99.0,6.0,21.971252,27.827501,17.827501,21.337105,18.14991,26.392088,83.38525,8.9,4.6010866,56.798298,80.5057,30.537165,25.01,12.271251,14.4275,8.9275,52088.824,971.7392
3,0.0,0.0,0.0,0.0,90.583336,100.0,59.0,21.78167,26.827501,14.8275,21.032587,14.508823,25.798964,109.167694,8.8,4.2720017,55.22974,83.60544,36.75956,24.79,11.762917,13.0275,10.7775,49183.727,971.67
63,21.100002,20.0,21.100002,0.0,99.916664,100.0,99.0,19.229586,21.7775,16.8775,19.262243,17.495598,21.739225,117.54335,8.9,4.62277,76.31209,92.344734,58.484123,5.09,14.821251,16.0275,12.3775,166.1998,970.0538
63,10.800001,11.0,10.800001,0.0,77.083336,100.0,9.0,19.854584,24.677502,16.327501,20.951899,16.939472,25.671078,78.863754,5.0,2.657066,77.772316,95.63067,52.039917,16.28,15.521249,17.0275,14.1775,36827.887,969.06903
51,0.2,2.0,0.2,0.0,31.666666,86.0,0.0,21.206667,26.427502,15.9275,21.577005,16.305698,26.661707,29.195387,8.7,4.318565,72.27316,98.099884,46.903862,25.48,15.467086,16.1775,14.0775,51881.535,969.6184
51,1.5000001,9.0,1.5000001,0.0,94.75,100.0,68.0,17.952501,19.7275,16.6275,16.152937,13.338285,18.899273,42.40523,14.4,7.4249578,78.01699,88.003204,62.77348,8.97,13.98375,15.3275,9.5275,0.0,970.81647
3,0.0,0.0,0.0,0.0,13.75,100.0,0.0,16.321253,19.827501,12.4775,12.581204,9.618549,15.695759,59.058132,14.2,7.3573093,50.65172,73.7909,34.692585,28.16,5.562916,9.3275,3.4275,52885.367,973.9302
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.373333,23.0275,9.2275,14.434218,7.4041004,20.69837,25.431652,9.0,4.531004,57.503994,87.6097,37.06476,27.6,7.314999,10.0275,5.5275,52797.207,976.7532
1,0.0,0.0,0.0,0.0,7.0833335,25.0,0.0,20.933748,27.2775,13.5775,19.756811,11.876215,26.766191,14.58295,8.2,4.110961,55.481846,79.38853,34.75747,26.17,10.917084,12.7775,10.0275,52381.2,977.85913
3,0.0,0.0,0.0,0.0,40.625,96.0,3.0,22.362917,27.9775,15.7275,21.693304,15.404867,26.1372,28.834494,7.9,3.764306,56.631626,87.3332,31.944431,19.85,12.354584,13.7275,9.7275,45978.645,980.8846
2,0.0,0.0,0.0,0.0,7.4166665,57.0,0.0,22.569168,28.2775,15.8775,21.46576,15.441574,26.582151,46.787903,9.7,4.5803933,49.970394,82.101776,27.236238,26.5,10.531665,13.2275,7.4775,52173.598,983.5957
3,0.0,0.0,0.0,0.0,35.333332,100.0,0.0,22.721252,28.9775,14.4275,21.991737,13.994211,27.962708,16.025936,6.7,3.0413814,51.624584,88.94664,29.243847,18.81,11.085831,12.9275,9.0275,45853.34,982.6164
3,0.0,0.0,0.0,0.0,55.833332,95.0,18.0,23.679586,28.9775,17.177502,23.254921,17.140419,28.22073,351.5494,6.4,3.5735137,51.675873,81.998215,30.889912,20.61,12.221249,14.1275,9.8775,50865.56,978.7917
53,2.5,7.0,2.5,0.0,65.666664,99.0,10.0,22.17125,29.427502,16.3775,22.882658,17.177431,30.95385,339.37,9.7,4.4102154,66.244606,96.55255,34.66932,18.6,14.758752,16.7275,11.9775,38707.492,975.1096
53,5.1,14.0,5.1,0.0,91.458336,100.0,44.0,17.173334,18.3775,16.2775,16.750137,14.538397,20.21501,42.02564,11.3,6.0959,85.52661,98.430626,65.199425,8.09,14.590001,17.3775,9.9775,698.7783,976.154
2,0.0,0.0,0.0,0.0,21.625,73.0,1.0,17.062916,22.4775,11.1775,14.102429,8.674927,19.20327,43.119766,12.7,6.5,54.565567,82.05113,32.035244,25.2,7.244166,9.2775,4.9775,50863.793,978.2744
3,0.0,0.0,0.0,0.0,44.916668,100.0,0.0,19.427502,26.3775,11.7775,17.867437,10.083211,24.65481,354.84048,10.8,5.3488317,57.133488,83.31579,32.761898,20.89,9.8275,12.1275,8.5775,46808.633,975.98663
3,0.0,0.0,0.0,0.0,57.791668,96.0,14.0,20.371252,25.6275,14.3775,19.823692,13.97365,24.057194,342.30423,7.6,3.443835,60.590244,86.67319,35.80043,18.28,11.72125,15.4275,9.2775,47029.195,972.2463
1,0.0,0.0,0.0,0.0,19.5,42.0,1.0,21.785833,27.3775,15.2275,21.926071,16.114819,26.835806,288.77472,10.6,5.220153,67.18685,99.36034,41.15985,21.57,14.64,15.9775,13.0275,50760.457,968.11896
2,0.0,0.0,0.0,0.0,20.416666,57.0,0.0,21.752502,26.177502,15.5275,21.327353,15.039894,25.611261,307.6901,9.8,4.243819,58.276814,82.05767,41.87331,20.86,12.767083,14.4275,11.9275,50377.367,966.71124
2,0.0,0.0,0.0,0.0,21.375,51.0,4.0,22.558752,29.2275,15.4275,22.538649,16.313602,28.23642,177.39749,7.9,4.440721,60.07216,95.291435,30.29758,20.92,13.056666,15.3775,9.7275,50156.543,967.7813
1,0.0,0.0,0.0,0.0,12.791667,33.0,3.0,22.94,28.927502,14.8775,22.735779,15.524836,27.397305,289.8758,8.6,3.945884,56.982426,95.2718,30.330069,21.33,12.637916,15.0775,9.7775,50190.92,965.8618
51,0.70000005,2.0,0.70000005,0.0,54.958332,100.0,1.0,22.794168,27.577501,18.1275,22.925867,18.142035,26.931614,265.3226,10.3,4.6173587,59.702496,80.08999,38.098404,16.05,14.112918,16.0275,12.0275,36477.125,966.06805
53,0.90000004,3.0,0.90000004,0.0,26.625,81.0,3.0,21.596252,27.677502,15.2275,22.381569,16.134615,27.561852,251.3746,10.7,4.6270943,72.04694,99.04079,40.180183,18.71,15.579585,17.327501,12.8275,49880.23,965.5083
51,0.2,2.0,0.2,0.0,26.916666,61.0,7.0,18.596252,22.827501,13.0775,17.200243,9.4975605,19.956602,275.01596,14.0,6.3505907,70.2002,94.46146,40.562706,21.68,12.396249,17.1275,7.9775,49787.6,964.5999
51,0.2,2.0,0.2,0.0,77.333336,100.0,1.0,14.475415,17.827501,11.7275,10.747337,8.862167,13.463255,343.3883,13.5,7.0,60.775578,79.120026,42.269184,9.05,6.587917,8.3775,4.1275,7278.231,970.86523
3,0.0,0.0,0.0,0.0,61.333332,100.0,5.0,18.325417,24.0275,12.1275,15.908702,9.437613,21.3362,299.8613,15.3,8.146779,61.154495,72.118,48.910423,18.35,10.552499,13.5275,6.8275,49121.383,969.9753
51,0.3,2.0,0.3,0.0,24.875,58.0,3.0,21.00667,26.677502,14.1275,20.442926,13.589272,25.57693,309.58926,12.6,5.060632,63.656113,90.689804,40.164787,19.64,13.167085,15.3275,12.0275,49486.336,971.61475
3,0.0,0.0,0.0,0.0,29.541666,100.0,3.0,22.129583,28.177502,14.7775,22.471796,15.577881,27.75137,232.503,7.3,3.3015149,66.0247,100.0,35.829697,18.0,14.381668,16.077501,11.5275,49416.105,971.5152
61,3.9999998,7.0,3.9999998,0.0,92.333336,100.0,44.0,20.760836,27.1275,17.6275,21.32643,18.453583,26.379532,221.96318,10.3,4.263801,72.90875,88.72767,40.290424,14.88,15.362918,16.8775,12.4775,24021.52,969.1414
53,1.1,2.0,1.1,0.0,50.625,99.0,0.0,17.204584,19.927502,14.4275,15.189103,12.573994,18.326258,315.67206,13.6,6.92026,68.03895,94.67059,44.354794,16.26,10.79625,15.5775,7.4275,44751.723,969.8527
3,0.0,0.0,0.0,0.0,26.041666,95.0,0.0,18.72542,24.927502,11.9775,16.420904,10.333274,21.808708,301.41223,11.1,5.6222773,53.57068,83.54845,28.496304,20.13,8.137917,9.7275,4.7275,48818.344,974.62744
53,0.8,2.0,0.8,0.0,43.458332,100.0,0.0,19.919168,25.5275,16.327501,17.627176,13.096149,24.02249,280.2807,15.5,5.9682493,52.60393,59.77956,46.266487,16.75,9.889998,14.1775,6.7275,48600.566,972.324
51,0.1,1.0,0.1,0.0,82.625,100.0,35.0,15.446251,19.677502,10.9275,12.405143,9.162883,15.63303,26.929377,10.0,5.3310413,54.91037,88.35876,29.184269,15.86,5.571249,9.0775,1.2275,30033.453,973.32623
51,0.3,2.0,0.3,0.0,53.375,94.0,15.0,14.006667,17.677502,9.9275,10.772304,7.9897013,13.295273,23.242277,12.1,5.8258047,61.7182,92.87143,39.363953,16.09,6.2483325,8.8275,3.6775,43494.52,974.4953
51,0.2,2.0,0.2,0.0,55.791668,100.0,5.0,13.154584,17.327501,8.1775,9.899021,5.8138943,13.013767,353.32077,10.7,5.4332314,58.446823,91.19905,34.670326,11.91,4.577499,6.8775,1.5775,25024.684,972.7746
3,0.0,0.0,0.0,0.0,55.708332,100.0,5.0,16.246252,22.5275,8.8775,14.063339,6.757742,19.585918,289.09097,10.8,5.5226803,61.503613,81.81774,40.615047,14.84,8.325416,12.7775,5.4275,28409.443,970.9456
3,0.0,0.0,0.0,0.0,31.541666,100.0,0.0,21.123337,27.327501,15.1275,19.022688,15.008995,23.49622,262.24832,13.7,6.8183575,52.529877,88.42486,26.33599,20.74,9.456666,13.5275,5.2275,45788.152,967.8726
51,0.3,1.0,0.3,0.0,51.333332,100.0,0.0,15.8150015,19.8775,11.3775,12.674534,8.696384,16.71011,280.58725,16.9,8.980535,54.52112,74.86699,40.090805,14.76,6.5149994,9.7275,4.0275,40563.7,964.8431
3,0.0,0.0,0.0,0.0,64.625,100.0,1.0,12.802501,16.427502,9.2275,8.65509,5.9791164,11.118749,310.72348,16.0,8.598255,58.895725,77.697,37.63634,9.87,4.481667,7.4775,1.7275,27628.146,968.4045
53,1.3000001,6.0,1.3000001,0.0,83.666664,100.0,7.0,13.935834,16.8775,11.2275,10.9306135,9.630631,12.350967,337.43033,14.5,7.3437047,69.01609,92.03512,50.485867,12.53,8.012916,10.3275,5.9775,30215.748,967.01025
3,0.0,0.0,0.0,0.0,89.333336,100.0,19.0,16.577503,21.0275,12.4275,13.778347,9.830063,17.976574,0.18819024,12.8,6.718631,65.28246,86.157684,44.60716,11.47,9.679583,10.8775,8.2275,21475.615,971.3283
51,0.8000001,3.0,0.8000001,0.0,44.666668,100.0,3.0,14.8462515,19.177502,11.4775,12.697941,10.118268,16.196745,22.789476,9.8,4.8104053,67.88809,92.645485,37.491,16.81,8.362916,10.6275,4.2775,42630.605,974.3675
3,0.0,0.0,0.0,0.0,35.958332,100.0,3.0,13.965001,20.177502,7.8275,11.993535,6.301097,17.77221,20.637625,8.5,4.0496917,65.695915,98.31113,33.20549,14.95,6.710834,8.3275,3.4775,37567.25,978.3142
3,0.0,0.0,0.0,0.0,27.791666,99.0,0.0,16.010836,22.927502,6.9775,14.065994,4.5706854,20.136625,348.5213,8.8,4.4922156,62.049866,95.043526,33.498528,16.86,7.6775,10.1775,5.9275,44203.375,980.53864
3,0.0,0.0,0.0,0.0,31.291666,94.0,2.0,18.304585,25.2775,10.1275,17.034208,8.795516,23.351078,346.9965,8.1,4.2059484,62.023067,95.09692,30.44923,18.4,9.562915,13.3775,6.6775,43321.023,982.32526
51,1.0,8.0,1.0,0.0,76.083336,100.0,1.0,13.850417,16.827501,10.2275,11.581848,7.178793,15.120497,51.05789,8.9,4.750789,69.75139,89.89204,45.653397,8.34,8.023333,13.7275,3.5774999,14016.784,985.68365
2,0.0,0.0,0.0,0.0,8.916667,57.0,0.0,11.131667,16.8775,4.5275,8.636113,2.0530949,14.374004,39.678444,7.0,2.7658632,62.744892,98.266174,33.44248,20.07,3.34,5.2775,0.32750002,43939.484,988.9117
55,3.1999998,7.0,3.1999998,0.0,83.833336,100.0,1.0,10.4275,14.8275,5.8275,7.8292007,3.1662374,10.756638,218.06761,8.4,4.1629314,70.76774,85.93299,40.37553,7.03,4.9400005,8.6775,0.6775,20481.129,986.1453
51,0.4,4.0,0.4,0.0,77.833336,100.0,15.0,12.017082,17.0275,8.0775,10.582709,6.4951906,14.867426,174.62338,7.1,3.5468295,75.45538,94.37108,45.812542,9.96,7.421249,8.9775,5.0775,19676.002,983.21045
3,0.0,0.0,0.0,0.0,51.625,85.0,0.0,13.142085,19.327501,7.1775,10.742912,5.3395805,15.71969,60.853806,9.5,3.8209946,64.52367,100.0,29.506346,18.07,5.2170835,9.4275,1.0775,43319.082,987.18335
3,0.0,0.0,0.0,0.0,60.041668,100.0,23.0,12.958751,17.3775,7.9275,10.54749,6.029196,13.822451,49.966183,8.0,3.640055,61.94284,90.24625,36.852272,10.02,5.2920837,8.2275,2.3775,23857.254,986.94464
51,0.1,1.0,0.1,0.0,78.041664,100.0,44.0,13.019168,17.2275,8.4275,10.856911,6.353999,14.4155655,9.82586,6.4,3.0528674,63.427227,88.44312,37.869453,10.71,5.6858325,6.9775,2.7275,31551.5,981.0396
3,0.0,0.0,0.0,0.0,78.75,100.0,23.0,12.312919,17.1275,6.9275,9.954874,4.886422,14.155964,14.546394,6.6,3.1906114,63.947987,92.70535,36.79398,11.94,5.077499,7.1775,1.8774999,29749.334,977.64655
3,0.0,0.0,0.0,0.0,28.291666,91.0,0.0,13.417085,19.7275,5.5775,11.437001,3.3676405,17.607393,325.24826,6.1,2.6627054,65.20501,96.924065,34.613857,14.46,6.04625,7.4275,3.6275,40574.51,978.7308
3,0.0,0.0,0.0,0.0,38.875,100.0,0.0,15.873334,22.5275,10.2775,13.492341,8.478932,19.446041,282.11023,11.8,6.35059,60.777584,83.92133,36.516003,14.79,7.615,8.6775,6.1775,43163.223,977.91455
53,1.9000001,9.0,1.9000001,0.0,80.041664,100.0,0.0,10.248334,12.0775,6.0775,8.517334,4.3490963,11.020664,58.245903,8.5,4.2544093,85.4582,100.0,74.737656,3.69,7.8733325,10.2775,5.9275,213.95255,981.2551
3,0.0,0.0,0.0,0.0,49.583332,100.0,0.0,8.869166,15.8275,3.3274999,6.8483806,1.418922,13.768282,268.6981,5.8,2.9732137,75.27704,100.0,37.580944,16.01,3.8108332,6.2275,1.3275,35500.562,984.8516
2,0.0,0.0,0.0,0.0,5.2916665,79.0,0.0,11.9920845,19.677502,5.0775,9.127271,2.6421452,15.594231,213.30594,7.3,3.5510561,57.517483,100.0,25.528646,17.55,2.2920833,5.6775,-0.6225,42508.38,985.65546
3,0.0,0.0,0.0,0.0,33.166668,100.0,0.0,15.204585,22.927502,6.4775,11.466853,3.0460858,18.11942,223.76546,15.4,8.246211,47.74043,68.15761,31.253017,12.78,3.6149995,5.9775,0.0775,34856.145,978.6955
61,3.5,7.0,3.5,0.0,82.625,100.0,17.0,16.244167,18.077501,12.7775,13.325695,11.904522,15.39386,256.41855,13.1,6.4629717,64.01465,91.197556,42.929253,5.8,9.075417,11.5775,5.2775,13731.14,975.2951
3,0.0,0.0,0.0,0.0,72.208336,100.0,0.0,15.302501,21.8775,10.0775,13.713981,9.481348,18.612041,284.33545,5.9,2.8160257,63.63158,97.68393,26.512684,15.71,7.060833,11.3775,1.7774999,36707.758,978.81464
53,0.6,1.0,0.6,0.0,19.041666,97.0,0.0,15.225417,22.327501,8.1775,13.549243,6.670946,21.059355,74.26496,5.6,3.1953092,58.615643,92.77524,36.237633,14.79,6.4212494,7.5275,5.0775,41512.875,979.10345
3,0.0,0.0,0.0,0.0,60.125,100.0,0.0,16.427502,23.7775,8.4275,13.858108,6.331089,20.268448,137.17474,8.1,4.20119,52.638645,89.05688,27.71083,11.82,5.400416,7.3275,3.1275,29693.564,975.76416
3,0.0,0.0,0.0,0.0,91.333336,100.0,19.0,19.815,24.0275,15.6275,15.641986,13.135145,18.774645,149.58197,14.7,8.09506,35.82754,51.914505,25.711575,8.92,3.9775002,5.7775,2.5774999,23185.293,970.3597
53,4.2000003,14.0,4.2000003,0.0,77.583336,100.0,24.0,13.937919,18.427502,9.1275,10.916488,7.0161324,13.6458,198.36217,12.6,6.648308,68.03183,89.6652,32.81795,8.36,7.4649997,10.6775,1.6775,24258.668,959.1502
51,0.2,2.0,0.2,0.0,84.125,100.0,23.0,9.506667,11.7775,6.5275,6.8585076,4.395627,9.0736,289.18246,8.4,4.5803933,79.85742,96.279976,65.0758,4.16,6.0233326,6.9275,5.4275,9632.092,961.1622
51,0.70000005,6.0,0.70000005,0.0,79.916664,100.0,21.0,11.054582,16.5275,8.5275,7.88843,5.8644648,11.96611,315.99658,12.9,6.862215,74.38272,86.95942,39.169,9.09,6.3275,7.7275,2.5774999,28293.95,965.32587
3,0.0,0.0,0.0,0.0,31.958334,90.0,1.0,11.823334,17.0275,7.0275,8.923219,4.6234713,13.015409,314.5027,9.2,4.5803933,68.36771,93.36136,35.038692,14.6,5.471249,7.3775,1.3275,39077.125,973.8745
53,1.0,3.0,1.0,0.0,72.833336,100.0,12.0,13.956669,18.827501,11.0775,12.683005,9.602728,17.54291,316.50732,5.4,3.206244,73.13156,89.57627,51.184025,8.19,8.979584,10.3775,7.2775,23252.992,976.60455
51,0.1,1.0,0.1,0.0,40.666668,96.0,6.0,14.981669,21.427502,9.0775,13.266938,7.733345,18.769745,188.36824,10.2,5.3600373,71.141815,96.35355,44.12752,10.97,9.171249,10.6775,8.0775,34187.676,976.7016
1,0.0,0.0,0.0,0.0,9.666667,45.0,0.0,16.077501,22.2275,9.8775,13.292576,8.361455,17.851896,181.33923,13.0,6.8883963,59.336212,91.93189,30.766708,13.59,7.056667,9.6275,3.2275,38590.95,977.4017
3,0.0,0.0,0.0,0.0,46.291668,100.0,0.0,15.917084,21.077501,9.3275,12.059898,5.9951572,16.930077,185.34105,13.1,6.865857,45.59493,64.98372,34.043724,11.91,3.850416,6.0775,2.5774999,31812.512,978.2785
55,6.4,10.0,6.4,0.0,96.083336,100.0,19.0,12.592083,16.677502,7.6275,9.479155,4.770422,12.353115,208.1866,11.0,6.0299253,67.809875,91.184364,37.308228,2.1,5.9670835,11.1775,2.0275,0.0,973.4959
51,0.4,2.0,0.4,0.0,69.125,100.0,11.0,7.5566673,9.2275,5.7775,2.7598622,1.0221329,4.4461,237.55215,16.5,8.980535,70.62264,88.865036,54.48442,8.19,2.4316666,4.6775,0.3775,30314.604,968.48944
3,0.0,0.0,0.0,0.0,41.041668,100.0,0.0,11.6170845,16.8775,6.7275,6.8472676,1.9971542,11.311271,230.36415,19.4,10.640489,60.713856,73.243484,49.795635,11.38,4.1670833,6.5775,-0.1725,33319.4,971.41235
51,0.4,3.0,0.4,0.0,75.541664,100.0,2.0,10.592084,16.6275,4.2275,6.6931415,0.7194481,11.125839,238.18636,16.4,8.91852,67.83369,82.59248,44.965042,7.51,4.6108336,7.3775,1.5274999,20885.465,972.79755
